SA2_CODE16,avg
201011001,1862.0081058020478
201011002,1794.1386685892815
201011003,1540.6766541822722
201011004,1236.168968640326
201011005,1937.960571710202
201011006,1502.5713000449844
201011007,1815.179580674567
201011008,1231.7321073558649
201021009,1698.0027382256299
201021010,1329.509637625289
201021011,1358.1877742946708
201021012,1684.7165791009925
201031013,1062.9698641765704
201031014,1256.895771513353
201031015,1391.8038540949758
201031016,1024.4435160427809
201031017,1079.7136411889596
202011018,1352.0784407167366
202011019,1208.196965959546
202011020,1545.4265135699375
202011021,1516.800643579528
202011022,1324.3786317446686
202011023,1985.5181686046512
202011024,2088.1350123864577
202011025,1584.014471192859
202021026,1836.5818573480135
202021027,1304.9654421768707
202021028,1343.9073397542345
202021029,1244.198734177215
202021030,1634.4661881977672
202021031,2073.6035137701806
202031032,1467.1136363636363
202031033,1136.5267335004178
203011034,1937.5892448512586
203011035,1711.193540553667
203011036,1747.468339988591
203021037,1467.746768507638
203021038,1144.71041544763
203021039,1655.4692075796727
203021040,1629.5209497206704
203021041,1634.7200241416308
203021042,2032.6686746987953
203021043,1840.984274898078
203021044,1604.565317498788
203021045,1226.9761995430313
203021046,2159.1811940298508
203021047,1458.3271935036641
203031048,1498.106901217862
203031049,1663.5471584038694
203031050,1877.43167445697
203031051,1229.756829618979
203031052,1627.4295138888888
203031053,2075.521060410124
204011054,1251.378767431399
204011055,1243.8158129175947
204011056,1622.8370944992948
204011057,1366.3370806566738
204011058,1409.1251846381092
204011059,1297.7560975609756
204011060,1761.5480033984707
204011061,1086.1866666666667
204011062,1332.0973127035832
204021063,1231.6415662650602
204021064,1423.4459102902374
204021065,1444.363872403561
204021066,1327.2158408408409
204021067,1555.232131039047
204031068,1514.7068027210885
204031069,1362.4906820723072
204031070,1524.786067193676
204031071,1283.2071516646115
204031072,1351.06787109375
204031073,1567.3013951579812
204031074,1522.6857833163783
204031075,1791.3353835021708
205011076,1457.4439388071262
205011077,1580.7207586933614
205011078,1578.0387738530248
205011079,1598.4536353192188
205021080,
205021081,1286.8386898669396
205021082,1326.8560126582279
205021083,
205021084,1184.657817541801
205021085,1076.990234375
205021086,1267.280755711775
205031087,1238.705872539206
205031088,501.28409090909093
205031089,1395.9581213970837
205031090,1436.7468776019982
205031091,1263.9642260579064
205031092,
205031093,1227.3328706624607
205041094,1645.0710702341137
205041095,1274.9403693037439
205041096,1167.17278070531
205041097,1642.055561741454
205041098,1720.9324982602645
205051099,737.0
205051100,1421.2992097701149
205051101,1453.259357696567
205051102,1694.3804347826087
205051103,1543.9366154468257
205051104,1239.437891440501
206011105,2066.180068617991
206011106,2075.62097343052
206011107,1844.617169146437
206011108,1975.9153335703281
206011109,2164.3889996676635
206021110,2273.4506093649775
206021111,2279.7965616045844
206021112,1937.801449494187
206031113,2218.1928585637556
206031114,2245.4551268155215
206031115,1746.6298866855525
206031116,2282.0973161237453
206041117,1528.9984331797234
206041118,2351.9264855256474
206041119,2699.9635627530365
206041120,1916.1666666666667
206041121,2270.808582089552
206041122,1643.0118977051402
206041123,1933.9898568019094
206041124,2107.0647024841132
206041125,2469.8970528039295
206041126,2286.247127262281
206041127,
206051128,2669.552445074415
206051129,2300.495198463508
206051130,2580.855319486285
206051131,
206051132,2306.281913728925
206051133,1994.2631554822149
206051134,2015.7743582044739
206061135,2468.6984969053933
206061136,2259.0967028802424
206061137,2206.2129924846276
206061138,2828.9418308963764
206071139,2335.8379923761117
206071140,2428.167550546901
206071141,2035.9359793187348
206071142,2199.767383412455
206071143,2336.716331096197
206071144,2401.3108050667347
206071145,2589.3420265780733
207011146,2686.20281124498
207011147,2359.758610086101
207011148,2493.1457188441764
207011149,2722.094007141748
207011150,2917.948637103336
207011151,2369.2551799345692
207011152,2467.309964144178
207011153,2698.417723208328
207011154,2600.1572438162543
207011155,2852.491769547325
207021156,2028.545585274662
207021157,1828.2894425550792
207021159,2378.8696023941857
207021160,2039.2063870352717
207021424,2189.713748787585
207021425,1776.5386765034652
207031161,2141.87488934789
207031162,1966.8142133492252
207031163,1795.1449670894206
207031164,2031.4915913200723
207031165,1711.1430386896357
207031166,1803.6845541401274
207031167,2617.5859792518077
208011168,2685.4178426213825
208011169,2906.5937718195783
208011170,2644.3032183424484
208011171,2176.667984728661
208011172,2517.925912670007
208011173,2611.3882451878153
208021174,2273.563916786227
208021176,1965.2390361072369
208021177,2426.2370834607154
208021178,2401.5542027417027
208021179,2359.1191494715654
208021180,2077.527425296766
208021181,2112.836939721793
208021182,2013.672089041096
208021426,2162.792567269519
208021427,2093.1269479741068
208031183,2323.4175111471422
208031184,899.5
208031185,1897.371085858586
208031186,1707.9579894973745
208031187,1745.5434402332362
208031188,1857.184329710145
208031189,2107.116723466407
208031190,1953.210297239915
208031191,1986.5212298682284
208031192,
208031193,2094.4013333333332
208041194,2610.3553579303248
208041195,2562.636824324324
209011196,1733.0484787696423
209011197,2020.4109370246426
209011198,2099.1770054556478
209011199,1538.1198428290766
209011200,2422.8743489583335
209011201,2885.511474713132
209011202,2052.655667412379
209011203,2009.536001368223
209011204,1843.8447298198798
209021205,1914.5836255259467
209021207,1433.5454199303742
209021208,1591.1410289389069
209021428,1695.7620857403467
209021429,1878.6256570713392
209031209,2453.2089066429944
209031210,1997.1980099502487
209031211,1699.1857142857143
209031212,2211.111071932299
209031213,2509.8447132266874
209031214,2650.6560264171712
209031215,2334.5582638164756
209041216,1858.638863000932
209041217,1483.2875189489641
209041219,1409.1932753888382
209041220,1843.950777712148
209041221,1715.628831694621
209041223,1333.7260753584528
209041224,1869.1774774774774
209041225,1781.393653516295
209041430,1993.0894261335118
209041431,1645.7188354291964
209041432,1452.044453507341
209041433,1818.0947476828012
209041434,1854.6864336246358
209041435,2069.911655300682
209041436,1806.5707769276046
209041437,1811.7780269058296
210011226,1722.9341710427607
210011227,
210011228,1974.0661426380368
210011229,1824.851314484127
210011230,2118.5894505494507
210011231,2430.097709377237
210021232,2201.0341338370213
210021233,2340.4594188376755
210021234,2132.3457583547556
210021235,1883.4828286558345
210031236,1833.7993434550676
210031237,1428.9043680537607
210031239,1875.9517131979696
210031438,1550.3038105046344
210031439,2030.6172707889125
210031440,1408.291073384447
210041240,2000.8338347921226
210041241,1786.837815619495
210051242,1187.2183238636364
210051243,1192.920810542019
210051245,1691.4870529061102
210051246,2286.463438735178
210051247,1305.3032185206098
210051248,2733.0
210051249,1650.8601025202904
210051250,1465.5631856077227
210051441,1605.1676287744228
210051442,1900.3666312433581
210051443,1739.8676853826107
210051444,1720.5592193808882
210051445,2061.154723127036
211011251,1588.8795933365998
211011254,1883.560813799204
211011255,2631.7009626955473
211011256,2065.6217274558066
211011257,2187.8427437141595
211011258,2304.6194492254735
211011259,1912.1985517402477
211011260,2007.5731890874883
211011446,1574.9645705320956
211011447,1658.245908607864
211011448,1841.6997129609185
211011449,1922.0850155279504
211021261,2426.7014444444444
211021262,2724.229054573405
211031263,1784.5385441847973
211031265,2313.2662032504404
211031266,1686.4074482524602
211031267,1922.1548699334544
211031268,2234.88548273432
211031450,1591.2750689972402
211031451,1742.7360220994476
211031452,1819.881812212738
211041269,1768.372990815155
211041270,2012.4077343039125
211041271,1909.9391891891892
211041272,1979.1323305986023
211041273,2087.639445754717
211051274,2048.8454081632653
211051275,1969.4917033525228
211051276,1618.605617720941
211051277,1615.0104097818903
211051278,1751.0827227807122
211051279,1824.9714632665452
211051280,1940.7713414634147
211051281,1862.1849428399519
211051282,2035.805456316986
211051283,1873.608026874116
211051284,1976.9121222076215
211051285,1895.43779342723
211051286,1417.1478584001566
212011287,2106.7204033525404
212011288,1820.2039966694422
212011289,1992.81693881566
212011290,1616.0464154411766
212011291,1594.6474630021141
212011292,1620.5379663845513
212021293,1940.6339186946902
212021294,2116.991175612602
212021295,1243.7564575645756
212021297,1545.6835964310226
212021299,2524.7748380129588
212021453,1812.6957794208256
212021454,1763.122564935065
212021455,1837.6239281886387
212021456,1590.7760706508589
212031300,1483.8801491778268
212031301,1839.3699198424974
212031302,1784.1186107470512
212031303,2119.7136101973683
212031304,1718.0879396984924
212031305,1544.870567645716
212031306,2121.522092708051
212031308,1802.698565665621
212031457,2243.9886328246653
212031458,1877.523516375277
212041309,1756.446160635481
212041310,1547.043873729267
212041311,1302.6445853887715
212041312,1494.623899273907
212041313,1946.6187538556446
212041314,1879.7197264218862
212041316,1497.3694432455761
212041317,1403.144280762565
212041318,1504.935394978567
212041459,1362.4578934137758
212041460,1363.3909519321394
212051319,1996.0203956582634
212051320,1507.2921198074523
212051321,2050.2083131557706
212051322,1988.9019038984588
212051323,2090.9382558879693
212051324,2094.557102323107
212051325,1901.2790213430505
212051326,1904.7658333333334
212051327,2126.6619128949615
213011328,1375.4807541241162
213011329,2000.735307414105
213011330,1665.1982189026141
213011331,1536.5485689505638
213011332,1703.2887581699347
213011333,1337.3384389984017
213011334,1273.8442105263157
213011335,1332.0346119929454
213011336,1553.1631318487098
213011337,1419.379537423707
213011338,1443.7007481296757
213011339,1771.6260842627014
213011340,2158.9936119532267
213021341,1858.918665503707
213021342,1666.7279399771653
213021343,1632.4316603181717
213021344,2405.650303030303
213021345,1917.2146341463415
213021346,2471.2774291497976
213031347,1591.9892969182506
213031348,1670.974358974359
213031349,2124.8371565414673
213031350,2217.410052099295
213031351,1833.9998701973002
213031352,2383.230161902858
213041353,1745.1657462922058
213041355,2083.7174812030075
213041356,1458.9078832371963
213041357,1598.8995827938427
213041358,1664.0111338100103
213041359,1411.677734375
213041360,2107.535781940644
213041461,1722.2465224111284
213041462,2045.5472789115647
213041463,2062.928247734139
213051361,1802.8355410447762
213051362,1589.3631918980268
213051363,1890.1636577708007
