"SA2_CODE21","avg"
201011001,2269.7344277673546
201011002,2130.3976160068114
201011005,2313.068493150685
201011006,1857.9871901977165
201011007,2311.0641330166272
201011008,1528.7738220815752
201011481,1580.6643907563025
201011482,2080.5971538040503
201011483,1773.6730939716313
201011484,1324.843443858327
201021009,2113.420276497696
201021010,1646.5088949709202
201021011,1830.286185077775
201021012,2148.3465712876173
201031013,1369.5530185758514
201031014,1565.7663671373555
201031015,1781.4203262233375
201031016,1237.6970948012233
201031017,1339.5632591093117
202011018,1672.726561141068
202011019,1528.4352358887952
202011020,1876.003353204173
202011021,1831.5653985004164
202011022,1583.8615277952856
202011023,2422.8040372670807
202011024,2495.4532154830845
202011025,1945.2310614053597
202021026,2330.7225560897436
202021027,1617.8240719391283
202021028,1743.7209603220242
202021029,1519.7306212204508
202021030,2131.562726512406
202021031,2589.744385230301
202031032,1780.877512562814
202031033,1413.5122902848225
203011034,2430.1745535714285
203011035,2191.3053278688526
203011036,2237.337458353165
203021037,1899.834427929485
203021039,2022.2531867725845
203021040,2155.073566534439
203021042,2524.386990716864
203021043,2253.6191592436317
203021044,1936.227868500215
203021045,1517.7109215017065
203021046,2606.012061109622
203021047,1821.9023907808737
203021485,2160.432510885341
203021486,1584.297100220451
203021487,2076.866774155022
203021488,1247.7843225419665
203031048,1834.8370044052863
203031049,2216.4509009009007
203031051,1607.2104979811575
203031052,2077.760123868509
203031053,2640.4946403202894
203031489,2534.9386037527593
203031490,2293.5946594427246
204011054,1548.094101668607
204011055,1572.3860883157483
204011056,1937.7966673088038
204011057,1739.11730879816
204011058,1759.8269461077844
204011059,1543.482577665827
204011060,2182.433257918552
204011061,1179.3701298701299
204011062,1695.3970788043478
204021063,1555.4387437065452
204021064,1746.3480916030535
204021065,1738.0521619766644
204021066,1646.5257939166554
204021067,1912.153257280096
204031068,1866.031914893617
204031069,1821.501478803812
204031070,1834.720695970696
204031071,1646.0121126760564
204031072,1680.198401826484
204031073,1823.8008302583025
204031075,2170.39452887538
204031491,2328.6637519872816
204031492,1573.543178763441
205011076,1799.4702300405954
205011077,1929.3430018416207
205011078,1858.9428669175504
205011079,1986.0823461979367
205021080,""
205021081,1561.6520181722872
205021082,1698.621801801802
205021083,""
205021084,1412.0931336742149
205021085,1317.821753515302
205021086,1496.5724820143885
205031087,1574.7636674259682
205031088,1606.56
205031089,1772.3217536407767
205031090,1728.846523668639
205031091,1608.358153907496
205031092,1280.75
205031093,1587.2408642835805
205041094,1890.9654142821598
205041095,1460.7161442483261
205041096,1334.3346168656142
205041098,1990.7176892950392
205041493,1842.7376155487082
205041494,2035.5164554879052
